@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.JpegCoefficientFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 19'

@attribute 'Histogram of JPEG Coefficients57' numeric
@attribute 'Histogram of JPEG Coefficients45' numeric
@attribute 'Histogram of JPEG Coefficients150' numeric
@attribute 'Histogram of JPEG Coefficients16' numeric
@attribute 'Histogram of JPEG Coefficients1' numeric
@attribute 'Histogram of JPEG Coefficients58' numeric
@attribute 'Histogram of JPEG Coefficients142' numeric
@attribute 'Histogram of JPEG Coefficients24' numeric
@attribute 'Histogram of JPEG Coefficients31' numeric
@attribute 'Histogram of JPEG Coefficients109' numeric
@attribute 'Histogram of JPEG Coefficients86' numeric
@attribute 'Histogram of JPEG Coefficients23' numeric
@attribute 'Histogram of JPEG Coefficients94' numeric
@attribute 'Histogram of JPEG Coefficients110' numeric
@attribute 'Histogram of JPEG Coefficients93' numeric
@attribute 'Histogram of JPEG Coefficients88' numeric
@attribute 'Histogram of JPEG Coefficients40' numeric
@attribute 'Histogram of JPEG Coefficients78' numeric
@attribute 'Histogram of JPEG Coefficients134' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
2,0,12,66,203,2,20,40,6,4,9,5,8,8,4,7,20,17,73,buddha
23,7,49,214,217,14,60,170,67,16,36,88,38,23,21,20,87,37,119,buddha
221,64,38,233,142,189,53,181,157,26,39,202,40,40,25,18,132,48,80,buddha
132,66,28,51,28,104,48,61,193,17,29,185,21,30,24,51,101,51,110,buddha
43,11,36,90,255,30,45,96,32,16,26,59,22,9,33,25,87,29,155,buddha
8,4,22,56,199,6,24,39,11,5,20,17,14,11,13,12,22,25,90,buddha
90,28,30,169,168,35,40,195,72,13,32,95,25,26,15,17,185,45,117,buddha
31,7,36,81,93,27,55,85,85,20,38,140,31,19,22,17,98,50,120,buddha
9,1,7,19,153,4,10,15,7,1,6,12,5,3,2,7,12,8,54,buddha
40,25,21,91,255,52,28,107,51,19,22,63,25,21,19,29,59,30,62,buddha
47,20,28,106,255,47,42,89,41,20,40,65,44,31,23,22,46,64,93,buddha
98,28,33,255,169,57,58,240,103,16,30,124,35,28,17,53,180,44,114,buddha
8,3,67,163,255,9,72,133,7,0,0,13,0,0,0,0,71,0,144,buddha
19,6,22,43,255,16,29,35,25,11,18,29,18,13,10,14,37,25,75,buddha
118,57,33,161,130,98,44,172,191,12,16,255,12,20,7,19,156,31,63,buddha
56,78,40,14,13,71,50,25,126,56,61,108,66,80,32,13,17,63,78,buddha
7,1,38,121,204,3,55,112,6,10,26,13,19,12,15,30,59,43,151,buddha
50,26,11,77,206,47,17,99,56,5,14,66,8,8,8,21,70,20,71,buddha
12,5,20,60,170,15,41,61,12,10,17,26,10,6,12,20,40,25,152,buddha
25,7,26,232,232,16,46,186,24,13,31,33,25,17,13,47,139,29,112,buddha
120,82,29,89,73,121,46,100,146,19,28,144,30,30,14,32,77,42,85,buddha
21,39,37,0,0,25,63,0,51,45,61,34,50,106,31,10,1,67,85,buddha
25,16,20,23,145,30,16,26,21,0,0,23,0,0,0,0,18,0,47,buddha
87,40,43,154,91,93,59,216,138,8,19,172,17,19,13,18,174,38,124,buddha
28,12,15,31,162,21,28,24,58,19,26,70,17,21,13,5,16,38,45,buddha
59,6,34,38,53,12,43,71,19,19,27,24,27,31,20,12,68,41,92,buddha
73,25,18,81,255,49,28,93,58,15,22,76,18,26,13,7,86,35,81,buddha
10,1,24,181,193,13,30,208,27,23,28,53,32,30,20,21,125,58,50,buddha
76,54,39,84,255,69,63,98,75,19,30,116,25,11,17,19,81,37,111,buddha
18,7,17,168,255,17,30,150,21,6,13,22,11,8,10,18,84,23,93,buddha
147,32,18,188,170,77,38,219,63,15,22,110,27,28,12,28,134,39,46,buddha
34,41,35,68,180,41,54,39,69,21,42,83,23,29,21,19,37,44,95,bonsai
36,11,17,123,255,32,21,113,47,13,26,40,22,14,15,27,56,25,96,bonsai
183,50,19,231,94,121,29,255,115,13,20,122,23,20,11,19,202,27,83,bonsai
41,35,7,133,229,47,13,107,52,7,11,49,11,13,6,8,43,12,49,bonsai
117,36,36,62,236,109,54,72,85,24,25,65,24,34,15,24,74,36,97,bonsai
47,37,28,21,141,63,48,31,50,22,29,57,26,30,17,6,20,42,67,bonsai
78,43,40,100,42,85,53,90,101,19,33,80,26,28,13,26,133,51,92,bonsai
116,15,39,158,200,80,56,183,55,7,18,71,17,14,6,18,97,29,87,bonsai
45,36,40,129,255,17,53,86,50,40,44,45,60,54,32,24,72,53,118,bonsai
42,24,19,49,145,29,22,61,36,10,16,42,14,17,5,22,48,21,82,bonsai
100,43,14,175,161,79,27,255,135,13,18,111,15,16,10,21,163,23,72,bonsai
38,44,32,21,9,34,59,35,114,25,30,108,29,41,19,27,47,38,118,bonsai
111,89,68,50,106,132,59,48,133,25,45,135,42,59,25,22,56,62,81,bonsai
153,79,32,146,130,117,60,167,255,18,27,241,23,35,12,39,119,55,76,bonsai
72,37,18,134,255,68,26,107,87,7,19,104,14,15,10,23,94,30,70,bonsai
190,74,40,61,51,196,52,71,150,27,37,124,33,47,21,22,103,64,106,bonsai
71,11,28,253,246,42,35,194,48,12,20,85,15,19,10,37,108,34,101,bonsai
84,44,37,166,214,85,47,185,80,20,37,97,25,25,18,30,107,43,129,bonsai
89,72,61,64,171,122,70,62,135,29,55,146,66,71,30,13,57,62,113,bonsai
53,32,49,40,255,51,63,53,71,21,24,62,24,43,11,22,24,38,125,bonsai
16,2,11,34,145,8,14,32,14,6,11,20,10,7,6,8,27,13,55,bonsai
8,4,25,134,231,8,47,126,24,11,20,41,17,15,12,9,60,31,95,bonsai
51,13,29,32,152,55,38,40,41,15,22,54,23,23,11,6,33,29,77,bonsai
126,0,39,157,111,59,49,130,59,24,36,133,38,28,32,20,92,39,83,bonsai
140,3,47,137,175,93,60,119,38,10,38,52,27,23,18,44,99,52,102,bonsai
41,13,40,105,255,43,55,106,50,26,40,69,39,26,30,22,99,47,128,bonsai
50,38,39,35,255,51,55,46,108,21,33,106,33,29,16,24,32,44,111,bonsai
44,34,22,167,201,34,37,163,51,18,30,59,21,24,17,31,135,33,101,bonsai
47,46,33,127,210,74,53,185,72,26,47,81,35,48,27,21,78,70,114,bonsai
16,9,24,112,244,22,42,114,29,27,44,48,31,36,27,21,42,54,97,bonsai
255,57,28,67,69,230,50,82,157,18,32,160,34,35,19,22,109,66,51,bonsai
182,19,32,130,181,90,43,127,116,15,31,160,25,20,18,27,134,36,117,bonsai
22,0,28,52,171,14,36,52,20,7,21,49,21,16,12,15,30,38,74,bonsai
34,20,38,83,255,30,54,55,41,25,36,55,38,43,27,17,49,46,120,bonsai
64,42,37,33,42,69,61,39,69,51,55,57,47,96,40,26,35,62,112,bonsai
17,6,34,187,255,12,36,196,25,12,23,30,14,13,15,24,200,26,132,bonsai
8,10,32,138,150,20,47,98,25,27,21,42,24,24,24,40,63,39,74,bonsai
125,4,37,234,156,41,46,168,34,19,23,82,23,20,15,28,126,33,88,bonsai
37,45,29,204,224,45,42,214,61,15,28,51,23,28,16,26,120,36,94,bonsai
8,14,20,60,230,18,30,69,21,19,18,30,17,18,26,33,13,30,90,bonsai
20,10,33,156,225,22,58,88,46,8,18,54,14,11,7,16,53,24,145,bonsai
85,31,23,135,236,71,36,156,32,6,12,43,9,15,4,17,104,20,72,bonsai
105,46,38,96,255,92,65,96,63,27,37,73,44,26,27,19,51,57,104,bonsai
96,31,35,53,174,70,60,75,67,25,30,64,28,39,18,24,67,44,90,bonsai
19,3,27,104,184,14,38,84,20,12,23,38,19,13,10,20,40,41,74,bonsai
16,6,14,20,139,18,17,24,17,8,15,23,12,15,9,8,25,13,58,bonsai
104,33,42,220,184,100,62,208,232,17,31,255,29,22,14,38,185,42,87,bonsai
43,14,16,212,197,35,25,205,54,13,20,69,15,13,13,21,71,21,82,bonsai
144,110,48,151,193,147,65,163,125,14,19,104,18,27,11,18,99,36,97,bonsai
131,52,28,138,255,99,46,155,101,19,33,76,34,37,20,17,85,34,69,bonsai
44,31,31,14,61,38,54,34,89,20,31,132,30,26,18,26,25,49,96,bonsai
7,4,18,74,171,5,22,82,15,13,17,20,13,13,10,14,34,23,70,bonsai
91,27,61,192,209,83,69,189,77,18,28,83,27,17,20,31,105,47,109,bonsai
44,23,17,8,133,43,21,11,34,12,16,29,18,28,10,8,15,24,58,bonsai
80,51,38,126,146,76,57,99,96,50,66,96,72,73,45,21,48,70,66,bonsai
81,38,26,195,117,64,37,189,64,24,40,48,33,38,22,49,136,54,64,bonsai
51,21,40,252,141,28,55,232,67,13,18,103,24,17,15,37,105,32,121,bonsai
85,37,36,218,85,75,52,255,117,16,32,105,25,26,13,52,208,37,113,bonsai
3,3,37,194,209,4,58,155,19,21,34,32,38,31,23,22,65,52,82,bonsai
29,10,8,127,217,26,14,130,29,4,9,35,5,5,5,27,102,13,53,bonsai
44,22,22,100,249,45,34,112,61,11,22,105,14,14,11,26,86,28,86,bonsai
24,13,24,119,173,20,35,165,37,12,30,55,21,22,12,22,129,39,78,bonsai
16,6,15,31,145,13,21,30,18,6,15,25,9,13,8,23,20,21,73,bonsai
20,16,15,27,136,27,33,18,33,19,35,44,22,23,18,5,28,30,70,bonsai
41,9,20,43,186,30,25,41,40,19,24,58,23,24,14,7,28,23,117,bonsai
66,67,23,135,235,63,25,137,75,15,27,89,25,28,13,10,50,25,74,bonsai
45,16,34,50,136,43,48,71,45,6,22,36,15,13,9,24,62,30,154,bonsai
108,55,60,163,255,107,76,103,77,21,45,73,35,38,23,74,52,47,129,bonsai
64,11,27,125,84,23,31,157,60,10,19,56,12,15,6,26,103,25,105,bonsai
20,18,17,21,134,28,27,18,26,9,17,25,17,25,8,9,18,19,57,bonsai
100,46,44,73,197,115,52,70,91,26,38,113,34,36,19,21,105,47,138,bonsai
217,4,52,117,107,182,53,116,146,36,77,224,57,45,35,15,73,80,86,bonsai
88,63,48,161,123,82,52,152,119,24,32,123,41,29,19,30,161,48,98,bonsai
75,38,41,83,233,73,57,87,110,19,29,107,30,24,19,11,47,33,112,bonsai
19,5,29,187,230,11,44,212,22,13,20,29,18,15,13,19,122,32,111,bonsai
9,13,44,162,218,13,57,153,34,23,40,51,33,27,23,15,62,47,105,bonsai
94,70,30,115,61,86,48,145,65,33,38,83,42,55,27,29,231,48,74,bonsai
52,28,27,67,154,56,42,67,44,12,20,51,17,22,8,14,58,26,75,bonsai
142,50,47,180,220,101,52,255,53,25,31,75,28,31,21,30,161,50,96,bonsai
48,4,35,100,9,30,52,132,25,23,33,25,35,30,26,47,222,41,70,bonsai
32,29,29,222,208,33,52,200,77,11,22,90,18,19,14,38,147,37,115,bonsai
55,33,39,97,255,50,47,86,69,11,27,84,19,13,14,18,23,31,129,bonsai
35,9,26,48,174,38,31,41,30,23,30,50,23,23,17,13,48,32,116,bonsai
104,25,36,195,177,79,52,204,54,18,31,61,34,29,16,48,139,56,93,bonsai
41,24,34,122,251,45,44,125,44,21,33,58,28,29,18,30,72,36,92,bonsai
57,40,42,35,143,60,42,33,90,28,30,51,34,49,14,8,36,38,95,bonsai
177,22,44,74,55,123,53,99,130,22,42,226,34,33,30,13,125,48,99,bonsai
7,1,23,252,123,5,34,227,8,6,16,9,14,10,14,40,142,22,115,bonsai
29,26,18,13,131,45,24,30,44,9,18,40,15,14,12,12,45,33,77,bonsai
61,46,26,200,216,59,38,133,61,15,23,92,18,17,12,17,79,31,133,bonsai
41,39,25,205,216,50,47,169,63,17,31,81,22,22,19,35,61,46,119,bonsai
47,32,15,255,224,39,22,210,90,23,39,119,29,33,23,16,122,45,50,bonsai
45,3,27,234,74,28,41,223,55,15,33,81,27,20,18,42,251,35,112,bonsai
51,10,20,239,129,37,41,255,43,10,27,68,27,21,14,30,127,46,53,bonsai
72,27,19,167,179,87,27,148,42,13,24,60,22,22,14,25,116,41,102,bonsai
23,2,17,34,143,18,18,38,14,9,16,19,15,11,8,11,30,17,54,bonsai
16,4,13,34,140,13,23,55,16,5,16,18,15,11,5,34,48,21,69,bonsai
207,17,48,140,121,145,52,159,181,38,80,207,80,60,48,16,94,69,83,bonsai
55,30,36,255,90,53,64,246,67,13,24,58,16,17,11,61,175,39,96,bonsai
26,20,24,104,255,44,41,118,50,20,30,67,27,31,18,32,90,37,127,bonsai
14,9,28,65,161,19,38,37,24,12,23,34,21,19,10,11,19,32,90,bonsai
57,26,35,128,255,50,44,96,57,15,26,68,29,21,13,11,34,42,115,bonsai
36,22,24,38,147,39,28,52,54,19,16,36,20,20,11,18,45,34,67,bonsai
84,30,19,43,135,96,35,42,106,21,37,96,40,26,18,17,33,49,76,bonsai
156,8,43,153,177,98,47,158,124,27,41,176,49,37,25,11,123,60,61,bonsai
16,8,37,138,255,18,60,124,28,14,28,28,21,18,15,24,67,43,112,bonsai
56,40,18,37,161,58,21,49,75,25,28,82,25,37,18,7,39,26,78,bonsai
62,53,9,103,231,69,15,210,71,8,12,88,15,17,6,14,125,14,55,bonsai
88,47,45,192,177,88,65,255,47,19,29,61,29,27,22,29,199,47,95,bonsai
69,20,38,195,153,54,49,194,40,15,26,48,26,31,13,29,88,42,107,bonsai
19,3,33,233,223,7,47,180,7,20,26,21,24,29,17,29,139,44,72,bonsai
33,20,15,78,154,32,26,103,60,6,16,59,10,9,7,26,114,22,66,bonsai
153,83,39,177,118,139,52,171,150,20,36,147,30,35,21,27,165,45,99,bonsai
109,11,27,169,135,77,41,139,59,25,32,100,28,26,23,28,94,47,89,bonsai
146,10,36,152,70,94,43,142,84,26,42,198,44,46,29,11,113,51,73,bonsai
48,12,21,135,47,28,33,150,77,17,22,79,22,27,14,38,199,34,66,bonsai
32,39,45,6,7,53,64,11,105,42,57,80,60,71,30,20,28,56,125,bonsai
84,41,32,254,191,70,52,255,105,43,49,87,58,58,34,38,200,60,106,bonsai
122,80,41,157,109,116,61,196,150,18,24,116,23,25,15,33,175,48,111,bonsai
100,77,47,5,8,112,62,11,124,27,47,120,39,50,26,40,22,57,103,bonsai
43,25,35,173,147,55,59,255,46,21,29,49,26,21,23,67,85,45,82,bonsai
66,53,45,99,209,88,52,101,87,25,40,99,30,49,19,20,71,55,93,bonsai
24,16,14,41,145,24,23,49,27,13,19,26,17,21,9,19,29,25,59,bonsai
164,66,24,88,121,111,48,88,225,30,51,192,63,50,41,30,46,68,65,bonsai
54,8,26,104,181,49,32,121,38,16,23,38,18,17,20,15,73,29,98,bonsai
80,21,33,93,99,59,37,143,94,7,14,87,13,11,6,28,144,28,117,bonsai
14,5,20,61,165,8,23,53,14,6,15,17,10,10,6,10,36,19,84,bonsai
32,17,35,145,243,38,47,124,31,12,25,42,19,17,14,45,51,38,113,bonsai
242,8,41,165,81,159,52,178,124,37,57,185,61,45,31,32,116,58,80,chair
100,9,44,70,115,51,54,89,55,27,41,149,52,35,28,18,77,49,107,chair
153,16,41,147,54,142,52,155,136,24,39,145,26,25,26,16,152,43,112,chair
7,9,29,166,255,10,41,153,28,8,23,30,20,15,17,35,79,36,117,chair
20,5,31,113,255,14,42,120,18,14,29,39,20,15,18,26,93,33,111,chair
8,2,22,43,240,6,35,39,5,3,23,12,9,5,4,10,31,25,143,chair
97,18,45,154,101,36,63,141,87,30,33,124,34,40,25,26,99,63,85,chair
34,9,19,144,255,35,23,79,25,6,21,51,17,8,11,27,74,23,127,chair
4,1,14,38,168,9,22,38,8,5,12,10,12,8,9,6,17,17,58,chair
19,10,35,178,229,25,57,178,103,13,24,136,19,20,18,26,127,37,131,chair
13,4,23,76,254,9,35,63,14,10,34,15,16,15,15,8,36,40,118,chair
18,6,12,20,163,23,21,17,22,3,10,24,8,8,4,10,15,18,76,chair
37,8,12,34,151,32,17,28,20,7,9,27,8,11,5,12,28,22,60,chair
132,13,41,86,56,79,55,128,50,20,40,93,47,38,29,11,138,50,98,chair
4,0,28,246,245,1,52,199,6,16,23,14,21,20,9,25,94,30,76,chair
73,42,63,85,67,66,72,125,92,0,0,82,0,0,0,0,150,0,86,chair
225,42,38,186,69,119,37,195,153,15,33,225,27,26,11,16,198,38,75,chair
64,64,37,18,53,69,51,23,147,36,50,132,45,67,24,18,33,50,69,chair
55,5,19,103,196,24,37,141,34,9,20,61,14,6,16,29,113,35,126,chair
134,80,46,127,47,138,58,129,200,10,26,217,20,22,12,31,122,42,100,chair
5,2,21,159,184,12,27,151,18,5,13,33,9,16,5,33,105,27,88,chair
135,40,33,61,163,96,45,97,104,35,58,129,47,48,31,28,111,62,86,chair
37,4,39,255,93,20,46,206,10,20,39,41,37,24,16,30,127,44,75,chair
60,41,41,25,40,62,42,25,58,44,39,59,55,83,23,8,38,33,121,chair
80,59,38,86,93,106,69,64,93,38,43,85,45,53,13,11,35,66,116,chair
61,15,33,216,115,25,41,236,46,13,23,48,24,20,15,63,163,36,72,chair
28,5,15,47,167,26,20,53,37,5,24,67,12,11,7,31,48,30,89,chair
38,7,26,192,216,32,35,194,20,11,27,33,18,9,16,21,112,28,130,chair
16,9,22,202,202,26,50,156,41,20,45,49,31,33,24,58,56,54,89,chair
8,4,8,16,149,9,13,13,12,7,12,11,7,11,6,7,10,12,51,chair
11,4,15,29,208,14,26,22,14,3,11,18,7,7,3,6,12,14,77,chair
41,18,19,203,159,31,28,195,53,12,36,70,22,20,16,47,84,40,74,chair
0,3,41,159,241,1,63,130,9,13,30,21,26,20,13,14,97,32,118,chair
17,4,20,27,157,26,26,31,9,8,19,16,14,12,8,8,19,25,95,chair
12,5,11,11,141,9,17,10,15,6,16,23,10,10,7,10,13,22,97,chair
19,25,7,185,255,18,16,149,23,4,9,32,6,4,6,11,98,13,59,chair
12,1,8,13,133,5,9,20,16,3,8,17,8,4,4,11,17,9,65,chair
81,18,45,141,210,73,60,130,43,15,24,65,28,21,14,27,120,44,106,chair
20,9,13,135,214,27,16,125,27,5,16,46,12,12,8,32,125,23,107,chair
14,2,15,197,255,10,44,208,19,12,32,10,23,15,15,38,162,44,108,chair
12,2,5,34,159,8,7,21,12,1,4,18,2,2,2,3,18,5,67,chair
13,0,8,18,137,10,8,16,9,3,8,18,7,4,5,3,14,7,55,chair
48,26,38,198,179,58,44,222,56,16,24,59,24,23,13,21,225,34,100,chair
11,6,29,144,240,8,39,139,19,14,24,21,20,10,20,24,70,29,145,chair
10,10,31,155,201,13,48,155,41,17,28,41,21,31,15,21,85,44,99,chair
4,1,6,15,159,2,9,17,4,2,7,5,3,3,3,9,17,9,62,chair
19,3,29,67,255,14,45,70,19,11,20,26,18,9,13,19,43,35,168,chair
51,23,35,184,255,50,54,156,34,17,32,63,18,24,18,31,55,43,148,chair
61,5,31,134,235,36,47,169,17,11,25,31,19,19,17,28,130,42,147,chair
21,2,13,83,212,14,14,71,7,4,8,9,5,4,4,7,36,10,63,chair
69,52,47,114,178,44,61,96,255,13,25,237,26,26,16,36,78,38,94,chair
54,20,25,43,195,43,42,53,101,9,26,89,20,20,14,8,46,34,84,chair
95,3,34,172,170,93,54,162,21,21,25,49,24,18,22,39,133,36,90,chair
43,36,25,1,0,46,43,2,62,22,33,59,25,38,19,17,11,36,101,chair
20,10,31,75,255,19,54,60,16,14,24,34,20,13,17,12,36,34,145,chair
39,19,18,151,231,31,27,143,25,5,16,22,9,6,6,37,59,25,97,chair
12,11,23,90,255,22,47,72,17,18,37,39,24,16,19,30,25,47,152,chair
5,2,5,21,142,5,10,22,3,1,4,8,3,3,2,3,33,4,51,chair
63,35,13,185,237,65,26,187,59,2,12,77,10,5,3,22,64,19,86,chair
21,5,11,25,164,24,21,27,16,4,9,21,10,8,6,10,14,21,66,chair
61,18,41,114,255,60,57,111,94,15,30,106,24,16,21,40,124,35,139,chair
70,4,52,255,211,45,63,204,18,20,40,36,26,24,18,46,128,49,110,chair
6,5,34,253,40,2,40,255,7,12,22,21,20,21,16,48,191,34,63,airplanes
25,8,12,220,206,21,16,228,19,5,11,20,10,7,6,31,154,16,80,airplanes
7,5,4,41,154,7,7,80,10,1,3,10,1,2,1,14,82,6,45,airplanes
22,9,13,255,117,17,23,223,47,15,17,38,16,10,9,36,126,20,59,airplanes
24,6,21,198,96,20,30,204,11,14,19,17,18,17,13,29,134,32,48,airplanes
31,2,15,255,161,12,27,250,32,9,22,35,13,20,7,51,211,34,82,airplanes
6,1,21,255,54,4,32,232,10,11,11,9,10,9,7,41,170,17,39,airplanes
30,19,4,179,198,25,9,173,35,1,4,40,2,1,2,5,41,5,55,airplanes
12,0,17,230,107,3,22,255,9,4,8,12,8,8,5,53,166,12,74,airplanes
11,8,22,255,139,12,35,213,20,10,12,24,16,9,8,66,140,18,92,airplanes
3,10,5,175,128,7,8,200,9,2,7,13,2,3,1,20,191,8,62,airplanes
3,1,4,24,177,3,8,33,7,2,4,10,2,1,2,5,31,6,46,airplanes
11,2,17,216,135,11,30,211,15,9,12,21,16,15,14,64,156,32,94,airplanes
14,13,7,207,191,19,11,228,27,5,8,26,5,2,6,13,53,12,55,airplanes
8,12,9,161,230,7,15,247,21,5,9,19,6,6,5,21,145,9,68,airplanes
15,11,4,152,239,11,10,132,27,1,4,33,2,2,1,9,81,6,45,airplanes
17,8,17,246,28,7,28,244,14,6,11,10,10,9,4,47,248,20,54,airplanes
17,9,13,252,244,16,11,254,29,4,7,35,7,5,4,27,171,9,63,airplanes
9,4,15,244,127,10,27,206,15,8,12,17,12,10,10,38,138,22,73,airplanes
13,17,3,209,189,18,7,233,23,0,3,40,2,1,2,6,64,6,54,airplanes
4,15,9,115,252,11,11,110,15,1,6,28,4,3,3,8,50,7,68,airplanes
37,16,11,219,202,23,21,255,38,9,12,49,11,10,9,25,163,18,67,airplanes
8,4,15,212,112,7,26,190,13,8,16,13,13,6,11,73,114,19,64,airplanes
14,2,14,231,41,4,32,255,19,7,13,28,11,10,10,57,223,23,53,airplanes
10,5,7,54,249,6,13,54,14,4,5,20,3,4,4,12,46,9,58,airplanes
24,4,28,121,149,18,35,122,17,19,23,30,23,17,13,49,62,36,83,airplanes
26,7,9,172,255,12,13,202,14,5,9,29,5,3,9,20,156,8,69,airplanes
4,0,14,255,81,2,29,224,6,8,13,7,12,11,11,59,191,19,96,airplanes
6,1,26,232,45,5,31,226,14,19,24,15,21,21,15,46,155,26,41,airplanes
10,4,16,251,51,11,26,255,12,12,19,8,13,11,14,66,226,18,71,airplanes
4,3,9,242,123,3,12,255,10,6,7,14,4,5,8,39,165,12,76,airplanes
12,4,4,52,177,8,10,74,19,2,7,19,4,2,3,19,83,9,60,airplanes
16,2,23,205,78,8,36,207,13,11,14,18,14,17,10,60,255,28,91,airplanes
20,5,23,251,48,10,37,255,12,11,20,17,12,12,10,49,202,21,67,airplanes
8,0,13,255,20,3,21,223,5,8,11,15,8,7,7,53,178,13,37,airplanes
19,8,10,194,175,9,20,255,26,7,13,23,12,7,7,34,142,22,75,airplanes
8,6,15,227,54,7,28,247,19,9,19,22,11,7,7,46,170,17,68,airplanes
9,3,17,236,43,4,31,255,6,9,16,9,18,13,10,79,221,23,50,airplanes
19,7,22,219,142,19,23,194,22,2,13,31,13,8,6,57,127,19,80,airplanes
12,1,23,255,187,14,27,212,16,8,16,17,17,12,12,44,144,30,90,airplanes
7,9,5,48,255,8,11,57,23,4,8,35,4,4,4,10,45,11,69,airplanes
11,3,8,65,178,11,11,81,20,2,9,29,5,3,5,30,84,11,65,airplanes
15,9,23,248,67,16,35,255,15,11,20,23,13,14,14,57,190,21,64,airplanes
2,2,14,240,40,2,21,255,9,6,7,7,4,7,12,68,141,19,64,airplanes
11,11,16,238,147,12,25,209,23,7,16,26,13,8,6,49,95,28,82,airplanes
11,8,24,229,27,6,28,247,13,2,8,13,7,7,3,30,198,11,65,airplanes
10,8,9,188,109,8,12,207,17,3,8,16,7,5,5,22,124,14,66,airplanes
35,9,23,232,65,16,51,243,8,18,27,15,23,24,14,65,199,38,103,airplanes
7,1,20,248,24,2,27,255,15,16,24,17,25,19,14,56,183,30,66,airplanes
23,17,7,255,144,23,14,251,35,4,8,34,5,5,6,19,105,11,54,airplanes
8,1,30,242,98,7,36,255,7,12,19,33,13,10,13,37,176,23,82,airplanes
16,8,13,255,144,5,15,235,15,7,8,16,9,8,6,33,203,25,68,airplanes
1,2,20,237,32,3,31,255,6,11,21,7,17,11,9,63,172,27,47,airplanes
29,6,13,163,213,18,17,192,30,7,15,28,10,11,8,24,148,16,91,airplanes
38,3,24,248,51,15,40,255,13,15,27,22,19,25,13,65,232,35,97,airplanes
5,3,27,242,65,6,41,255,11,8,16,12,12,13,8,84,144,23,72,airplanes
3,1,18,255,63,3,31,234,6,11,18,7,10,9,14,56,169,23,81,airplanes
27,6,20,217,170,31,28,192,21,15,20,19,18,20,14,35,102,26,69,airplanes
9,8,3,138,227,6,5,113,15,2,4,20,3,2,2,8,58,6,47,airplanes
22,12,7,132,236,18,16,148,33,4,8,41,5,2,3,12,69,11,83,airplanes
38,17,5,145,236,24,18,163,35,1,3,39,1,1,2,16,81,6,57,airplanes
13,2,7,45,187,14,18,37,11,2,10,19,3,4,3,18,53,14,63,airplanes
12,1,26,173,157,6,46,213,7,14,21,14,18,15,16,32,184,31,109,airplanes
16,3,15,255,94,4,21,233,5,7,7,5,10,8,3,35,176,19,34,airplanes
8,10,18,255,201,11,23,233,19,9,16,20,9,11,8,53,125,23,99,airplanes
28,9,11,190,171,10,17,255,41,7,10,33,12,11,8,72,192,20,68,airplanes
25,14,27,255,206,30,44,240,29,18,26,36,22,14,21,28,63,34,112,airplanes
13,4,23,247,92,7,34,242,18,12,22,20,14,15,15,53,235,20,94,airplanes
9,11,17,228,50,3,24,255,12,15,14,13,16,18,18,63,183,31,41,airplanes
5,6,16,255,13,4,20,249,7,10,11,9,9,8,5,52,165,17,29,airplanes
5,7,2,42,188,4,3,39,9,1,3,11,2,2,1,7,27,6,41,airplanes
8,4,9,240,173,7,12,214,16,5,5,18,9,5,9,56,179,11,45,airplanes
19,4,14,255,96,15,18,237,22,8,15,17,12,13,9,47,102,20,79,airplanes
24,1,13,223,229,11,21,255,17,14,20,37,16,10,14,26,146,26,117,airplanes
21,13,12,79,246,18,18,103,24,6,13,31,6,7,8,26,62,18,97,airplanes
13,12,29,193,49,4,43,255,10,11,27,13,23,13,12,65,154,37,124,airplanes
9,14,13,151,255,13,18,171,15,7,13,25,10,6,10,12,44,14,75,airplanes
4,3,27,233,77,3,40,255,9,16,17,11,20,24,20,75,157,30,97,airplanes
37,17,9,88,255,29,15,134,17,4,10,53,5,5,2,25,124,14,67,airplanes
12,12,12,51,226,10,19,73,20,3,9,30,2,6,5,13,50,14,144,airplanes
24,12,5,77,255,20,8,90,12,1,4,33,2,3,4,13,42,7,69,airplanes
8,3,24,230,128,4,39,233,9,15,17,11,16,17,15,41,164,26,92,airplanes
5,3,25,250,195,4,40,255,9,13,19,12,20,15,15,43,127,29,102,airplanes
58,29,29,170,89,51,36,227,49,17,31,61,30,19,21,57,172,35,83,airplanes
7,4,16,127,189,5,23,122,12,7,22,16,12,9,6,24,93,24,80,airplanes
19,10,16,77,214,18,22,76,18,5,10,28,6,9,6,16,61,16,86,airplanes
34,6,18,223,141,16,37,245,22,9,23,23,14,18,13,32,182,29,130,airplanes
40,20,21,135,224,54,33,143,73,14,23,75,12,20,11,58,83,36,110,airplanes
24,15,21,213,140,23,36,255,28,10,12,32,8,6,10,52,90,19,119,airplanes
4,2,24,255,32,2,25,230,9,12,21,10,18,12,8,50,154,29,52,airplanes
